"['LaNorris Sellers (born June 23, 2005) is an American college football quarterback for the South Caro']"
"['Thanksgiving is a federal holiday in the United States celebrated on the fourth Thursday of November']"
"['Gregory Maguire (born June 9, 1954) is an American novelist. He is the author of "Wicked", "Confessi']"
"['The Polar-Express is a 2004 American animated Christmas fantasy adventure film directed by Robert Ze']"
"['Daisy Jessica Edgar-Jones (born 24 May 1998) is an English actress. She began her career with the te']"
"['Cole Kenneth Hauser (born March 22, 1975) is an American actor. He is known for film roles in "Highe']"
"['Lashana Lynch (born 27 November 1987) is a British actress. She first gained recognition for her rol']"
"['Sam Leavitt (born December 20, 2004) is an American football quarterback for the Arizona State Sun D']"
"['John Heard Jr. (March 7, 1946 – July 21, 2017) was an American actor. Heard made his debut appearanc']"
"['Belle Chrystall (25 April 1910 – 7 June 2003) was a British actress who appeared in a number of lead']"
